ID,sequence,timestamp
393028,"Created, Ready, Reserved, InProgress, Completed","2021-02-10 09:42:00, 2021-02-10 09:42:19, 2021-02-22 14:56:00, 2021-02-22 14:58:56, 2021-05-07 14:22:33"
25524,"Created, Ready, Reserved, InProgress, Completed","2020-06-12 10:28:00, 2020-06-12 10:28:47, 2020-06-19 08:39:59, 2020-06-19 10:02:20, 2020-09-24 13:04:08"
289606,"Created, Ready, Reserved, InProgress, Completed","2020-10-20 09:03:00, 2020-10-20 09:37:42, 2020-10-30 12:37:36, 2020-11-30 10:47:00, 2021-06-03 10:06:01"
911484,"Created, Ready, Reserved, InProgress, Completed","2020-01-27 13:32:00, 2020-01-27 13:32:59, 2020-02-14 12:56:57, 2020-02-18 07:11:22, 2020-08-20 16:49:50"
951014,"Created, Ready, Reserved, InProgress, Completed","2020-02-03 09:09:00, 2020-02-03 09:09:26, 2020-02-22 11:53:29, 2020-02-24 13:48:19, 2020-08-26 07:15:10"
912745,"Created, Ready, Reserved, InProgress, Completed","2020-03-28 01:50:00, 2020-03-28 01:51:00, 2020-04-07 12:38:00, 2020-04-07 12:41:37, 2020-07-16 11:36:08"
160221,"Created, Ready, Reserved, InProgress, Completed","2020-09-14 09:18:00, 2020-09-14 09:19:45, 2020-09-24 07:27:59, 2020-09-24 07:44:03, 2021-03-23 18:12:01"
556817,"Created, Ready, Reserved, InProgress, Completed","2021-06-09 16:40:00, 2021-06-09 16:41:06, 2021-06-23 13:04:39, 2021-06-23 13:26:46, 2021-11-19 16:06:02"
946711,"Created, Ready, Reserved, InProgress, Completed","2020-02-20 12:55:00, 2020-02-20 12:58:23, 2020-03-04 10:39:05, 2020-04-02 11:06:06, 2020-08-14 15:05:42"
274613,"Created, Ready, Reserved, InProgress, Completed","2020-11-05 12:18:00, 2020-11-05 12:19:11, 2020-11-12 08:41:23, 2020-11-13 15:19:51, 2021-04-21 15:11:18"
281044,"Created, Ready, Reserved, InProgress, Completed","2020-11-27 17:58:00, 2020-12-01 08:20:27, 2020-12-15 15:07:07, 2020-12-31 07:40:34, 2021-07-08 22:25:21"
275476,"Created, Ready, Reserved, InProgress, Completed","2020-10-06 11:57:00, 2020-10-06 11:58:06, 2020-10-16 14:10:18, 2020-10-26 12:08:54, 2021-04-27 13:52:15"
737456,"Created, Ready, Reserved, InProgress, Completed","2021-11-10 15:29:00, 2021-11-10 15:31:00, 2021-11-17 15:19:29, 2021-11-19 13:32:35, 2022-01-14 08:57:35"
253236,"Created, Ready, Reserved, InProgress, Completed","2020-12-15 07:49:00, 2020-12-15 07:54:30, 2020-12-29 16:10:16, 2021-06-03 16:47:50, 2021-12-10 15:03:47"
147966,"Created, Ready, Reserved, InProgress, Completed","2020-08-27 14:24:00, 2020-08-27 14:37:01, 2020-09-14 09:07:36, 2020-11-03 11:39:21, 2021-05-13 17:38:26"
32262,"Created, Ready, Reserved, InProgress, Completed","2020-05-20 11:54:00, 2020-05-20 11:54:26, 2020-06-04 08:23:50, 2020-07-26 15:53:41, 2021-01-04 12:49:37"
38118,"Created, Ready, Reserved, InProgress, Completed","2020-05-11 12:40:00, 2020-05-11 12:40:15, 2020-05-21 08:58:24, 2020-05-21 13:15:31, 2020-11-27 14:42:53"
798935,"Created, Ready, Reserved, InProgress, Completed","2021-10-07 14:47:00, 2021-10-07 14:47:47, 2021-10-19 09:44:37, 2021-10-19 12:56:27, 2022-02-11 09:24:33"
516884,"Created, Ready, Reserved, InProgress, Completed","2021-06-24 09:16:00, 2021-06-24 09:16:45, 2021-07-07 13:37:22, 2021-08-24 16:22:17, 2022-03-04 07:33:55"
41561,"Created, Ready, Reserved, InProgress, Completed","2020-06-10 14:12:00, 2020-06-10 14:14:43, 2020-06-16 13:05:57, 2020-07-31 13:40:31, 2020-11-23 15:37:46"
35091,"Created, Ready, Reserved, InProgress, Completed","2020-05-22 15:14:00, 2020-05-22 15:36:45, 2020-06-03 09:01:53, 2020-07-12 15:08:25, 2021-01-17 16:30:00"
269232,"Created, Ready, Reserved, InProgress, Completed","2020-10-05 14:04:00, 2020-10-05 14:04:37, 2020-10-20 12:45:01, 2020-11-01 14:13:42, 2021-05-07 16:52:43"
673581,"Created, Ready, Reserved, InProgress, Completed","2021-08-12 10:33:00, 2021-08-12 10:34:29, 2021-08-26 08:27:00, 2021-09-13 09:20:26, 2022-03-11 08:49:16"
145466,"Created, Ready, Reserved, InProgress, Completed","2020-08-28 15:11:00, 2020-08-28 15:12:16, 2020-09-14 08:38:09, 2020-09-22 09:41:33, 2021-03-24 12:05:12"
145464,"Created, Ready, Reserved, InProgress, Completed","2020-08-28 13:37:00, 2020-08-28 13:41:20, 2020-09-09 14:30:58, 2020-09-10 10:13:06, 2021-03-24 09:09:06"
679621,"Created, Ready, Reserved, InProgress, Completed","2021-07-30 13:26:00, 2021-07-30 13:28:59, 2021-08-08 21:40:16, 2021-11-20 12:00:08, 2022-02-10 11:05:00"
142518,"Created, Ready, Reserved, InProgress, Completed","2020-09-03 14:17:00, 2020-09-03 14:17:15, 2020-09-14 15:44:50, 2020-09-17 10:00:59, 2021-03-03 11:29:43"
515514,"Created, Ready, Reserved, InProgress, Completed, InProgress, Failed, Exited","2021-04-01 11:21:00, 2021-04-01 11:23:52, 2021-04-16 09:52:11, 2021-04-20 08:25:01, 2021-10-17 20:25:07, 2021-10-18 15:16:01, 2021-10-18 16:12:17, 2021-10-28 16:19:18"
406052,"Created, Ready, Reserved, InProgress, Completed","2021-01-15 10:39:00, 2021-01-15 10:40:24, 2021-01-25 15:41:36, 2021-01-28 08:54:54, 2021-08-03 14:22:41"
563901,"Created, Ready, Reserved, InProgress, Completed","2021-07-07 14:53:00, 2021-07-07 14:58:53, 2021-07-14 10:45:09, 2021-07-14 10:46:17, 2021-11-01 14:28:17"
848629,"Created, Ready, Reserved, InProgress, Completed","2020-01-15 12:18:00, 2020-01-15 12:20:16, 2020-01-23 09:59:50, 2020-01-24 08:29:18, 2020-04-09 13:44:14"
956424,"Created, Ready, Reserved, InProgress, Completed","2020-01-23 12:01:00, 2020-01-23 12:01:49, 2020-02-12 11:57:36, 2020-03-13 12:51:39, 2020-09-11 10:00:06"
150207,"Created, Ready, Reserved, InProgress, Completed","2020-08-26 10:38:00, 2020-08-26 10:39:19, 2020-09-09 13:43:00, 2020-10-28 08:49:52, 2021-05-11 12:38:05"
32316,"Created, Ready, Reserved, InProgress, Completed","2020-04-01 09:11:00, 2020-04-01 09:12:52, 2020-04-15 15:20:23, 2020-05-01 11:35:49, 2020-10-20 13:58:07"
667694,"Created, Ready, Reserved, InProgress, Completed","2021-08-06 13:48:00, 2021-08-06 14:13:36, 2021-08-18 11:53:28, 2021-08-18 11:58:37, 2022-02-19 12:17:42"
157492,"Created, Ready, Reserved, InProgress, Completed","2020-07-13 16:27:00, 2020-07-13 16:27:51, 2020-07-24 13:06:39, 2020-10-06 08:52:10, 2021-03-01 12:58:20"
918651,"Created, Ready, Reserved, InProgress, Completed","2020-01-16 10:40:00, 2020-01-16 10:41:08, 2020-01-29 18:26:41, 2020-02-18 14:56:55, 2020-08-21 17:11:06"
672518,"Created, Ready, Reserved, InProgress, Completed","2021-07-26 13:53:00, 2021-08-04 12:10:29, 2021-08-17 12:41:23, 2021-08-26 10:54:58, 2022-03-03 08:32:42"
